Word,Class,CEFR,Translation,Meaning,Translation Meaning,Example 1,Example 2,Translation E1,Translation E2,Song/singer,Lyrics,Translation
top,v.,C1,,,,,,,,Beyoncé - CUFF IT,"I wanna go higher, can I sit on top of you? (Ooh-la-la-la, la-la-la)",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 24 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
topic,n.,A1,,,,,,,,Little Mix - Wasabi,The topic of your conversation? I am (I am),MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 22 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
torture,v.,C1,,,,,,,,Lady Gaga - Replay,Your monsters torture me,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 20 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
toss,v.,C1,,,,,,,,NSYNC - Thinking of You (I Drive Myself Crazy),Now I toss and turn,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 19 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
total,n.,B1,,,,,,,,ILLENIUM - Crashing (feat. Bahari),It's a total eclipse of rationality,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 17 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
total,v.,C1,,,,,,,,ILLENIUM - Crashing (feat. Bahari),It's a total eclipse of rationality,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 15 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
totally,adv.,B1,,,,,,,,Shania Twain - Man! I Feel Like a Woman!,"Oh, oh, oh, go totally crazy - forget I'm a lady",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 14 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
touch,v.,A2,,,,,,,,Punctual - Lifeline,Touch me,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 12 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
touch,n.,B1,,,,,,,,Punctual - Lifeline,Touch me,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 10 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
tough,adj.,B2,,,,,,,,Sonny Fodera - Somedays,When the going gets tough,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 09 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
tour,n.,A2,,,,,,,,Britney Spears - Outrageous,We on a world tour,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 07 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
tour,v.,B1,,,,,,,,Britney Spears - Outrageous,We on a world tour,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 05 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
tourism,n.,A2,,,,,,,,,,
tourist,n.,A1,,,,,,,,,,
tournament,n.,B2,,,,,,,,,,
towards,prep.,A2,,,,,,,,Colbie Caillat - Fallin' for You,Pull me towards you,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 03 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
towel,n.,A2,,,,,,,,,,
tower,n.,A2,,,,,,,,,,
town,n.,A1,,,,,,,,Lil Nas X - Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X — Old Town Road (feat. Billy Ray Cyrus) - Remix,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 02 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
toxic,adj.,C1,,,,,,,,Britney Spears - Toxic,Britney Spears — Toxic,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 08 MINUTES 00 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
toy,adj.,A2,,,,,,,,,,
trace,v.,B2,,,,,,,,Dynoro - Obsessed,I trace her skin with your fingertips,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 58 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trace,n.,C1,,,,,,,,Dynoro - Obsessed,I trace her skin with your fingertips,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 57 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
track,n.,A2,,,,,,,,Sigala - We Got Love,Stay on track,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 55 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
track,v.,B2,,,,,,,,Sigala - We Got Love,Stay on track,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 54 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trade,v.,B1,,,,,,,,Snakehips - Don't Leave - Gryffin Remix,"No, I won't trade this for nothing",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 52 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trademark,n.,C1,,,,,,,,,,
trading,n.,B2,,,,,,,,,,
tradition,n.,A2,,,,,,,,Natasha Bedingfield - Unwritten,"i break tradition, sometimes my tries, are outside the lines",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 50 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
traditional,adj.,A2,,,,,,,,,,
traffic,n.,A1,,,,,,,,Olivia Rodrigo - drivers license,In the traffic,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 48 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
tragedy,n.,B2,,,,,,,,Taylor Swift - The Story of Us,And the story of us looks a lot like a tragedy now,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 47 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trail,v.,C1,,,,,,,,,,
trailer,n.,C1,,,,,,,,Eminem - Without Me,Two trailer park girls go 'round the outside,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 45 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
train,n.,A1,,,,,,,,Ariana Grande - boyfriend (with Social House),I'm a motherfuckin' train wreck,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 43 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
train,v.,A2,,,,,,,,Ariana Grande - boyfriend (with Social House),I'm a motherfuckin' train wreck,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 42 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trainer,n.,A2,,,,,,,,Madonna - American Life,A trainer and a butler,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 40 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
training,n.,A2,,,,,,,,Dua Lipa - Training Season,Dua Lipa — Training Season,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 38 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trait,n.,B2,,,,,,,,,,
transaction,n.,C1,,,,,,,,,,
transcript,n.,C1,,,,,,,,,,
transfer,n.,B2,,,,,,,,,,
transform,v.,B2,,,,,,,,Katy Perry - Rise,I will transform,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 36 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
transformation,n.,C1,,,,,,,,,,
transit,n.,C1,,,,,,,,,,
transition,n.,B2,,,,,,,,,,
translate,v.,B1,,,,,,,,Troye Sivan - Rush,"Translate your vibration, let your body talk to me",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 34 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
translation,n.,B1,,,,,,,,,,
transmission,n.,C1,,,,,,,,,,
transmit,v.,B2,,,,,,,,,,
transparency,n.,C1,,,,,,,,,,
transparent,adj.,C1,,,,,,,,,,
transport,n.,A2,,,,,,,,,,
transport,v.,B1,,,,,,,,,,
transportation,n.,B2,,,,,,,,,,
trap,n.,B2,,,,,,,,Teddy Swims - Hammer to the Heart,"Caption it passion, and then capture me, trap me instead",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 32 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trauma,n.,C1,,,,,,,,P!nk - Beautiful Trauma,P!nk — Beautiful Trauma,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 31 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
travel,n.,A1,,,,,,,,Lucas Estrada - Radio Love - Dualities Remix,"You can travel the world, go to the moon",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 29 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
traveller,n.,A2,,,,,,,,,,
treasure,n.,B2,,,,,,,,Rina Sawayama - LUCID,"But this kind of pain, this kind of treasure",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 28 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
treat,v.,B1,,,,,,,,Halsey - Sorry,Cause I can sometimes treat the people,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 26 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
treatment,n.,B1,,,,,,,,,,
treaty,n.,C1,,,,,,,,,,
tree,n.,A1,,,,,,,,Katy Perry - Thinking of You,Like an apple hanging from a tree,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 24 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
tremendous,adj.,C1,,,,,,,,,,
trend,n.,B1,,,,,,,,NSYNC - Pop,What we doing is not a trend,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 22 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trial,n.,B2,,,,,,,,,,
tribal,adj.,C1,,,,,,,,,,
tribe,n.,B2,,,,,,,,,,
tribunal,n.,C1,,,,,,,,,,
tribute,n.,C1,,,,,,,,,,
trick,v.,B1,,,,,,,,Alessia Cara - OKAY OKAY,I'm a million trick pony,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 20 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trigger,v.,B2,,,,,,,,Jonas Blue - Naked,Silhouette set me off like a trigger,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 19 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trigger,n.,C1,,,,,,,,Jonas Blue - Naked,Silhouette set me off like a trigger,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 17 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trillion,number,B2,,,,,,,,,,
trio,n.,C1,,,,,,,,,,
trip,n.,A1,,,,,,,,Zerb - Location,Taking pictures on the trip with your friends,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 15 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trip,v.,B2,,,,,,,,Zerb - Location,Taking pictures on the trip with your friends,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 14 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
triumph,n.,C1,,,,,,,,,,
troop,n.,B2,,,,,,,,,,
trophy,n.,C1,,,,,,,,,,
tropical,adj.,B2,,,,,,,,ReMix Kings - Stolen Dance 2016 (Tropical Mix),ReMix Kings — Stolen Dance 2016 (Tropical Mix),MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 12 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trouble,n.,A2,,,,,,,,Ariana Grande - 7 rings,Girls with tattoos who like getting in trouble,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 10 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trouble,v.,B2,,,,,,,,Ariana Grande - 7 rings,Girls with tattoos who like getting in trouble,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 08 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
troubled,adj.,C1,,,,,,,,Ed Sheeran - Celestial,Like my troubled heart is a million miles away,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 07 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trousers,n.,A1,,,,,,,,,,
truck,n.,A2,,,,,,,,Beyoncé - CUFF IT,"I'm backin' the truck up, huh (back that truck up)",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 05 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
truly,adv.,B2,,,,,,,,Lucas Estrada - Radio Love - Dualities Remix,If I asked you to be mine one last time before you're truly gone,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 03 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trust,v.,B2,,,,,,,,Jethro Heston - Cut Me Loose - Edit,"Promise none of this was planned but if you don't trust me, cut me loose",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 02 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
trustee,n.,C1,,,,,,,,,,
truth,n.,B1,,,,,,,,Jax Jones - Harder (with Bebe Rexha),"I believe in you, know that you the truth",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 07 MINUTES 00 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
try,v.,A1,,,,,,,,The Chainsmokers - Side Effects,This happens every time I try to mix,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 58 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
try,n.,B2,,,,,,,,The Chainsmokers - Side Effects,This happens every time I try to mix,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 57 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
tsunami,n.,B2,,,,,,,,Lady Gaga - Rain On Me (with Ariana Grande),"Rain on me, tsunami",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 55 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
tube,n.,B1,,,,,,,,,,
Tuesday,n.,A1,,,,,,,,Jubël - Weekend Vibe,"Skip the Monday and Tuesday, right",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 53 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
tuition,n.,C1,,,,,,,,,,
tune,n.,B2,,,,,,,,Matt Simons - Better Tomorrow - Disco Mix,Can't just turn around and tune out all the voices,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 52 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
tunnel,n.,B2,,,,,,,,CLMD - Burning My Bridges,"Oh, this tunnel vision, it keeps fogging up my view",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 50 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
turn,n.,A1,,,,,,,,PALASTIC - The Darkside,Turn down the lights,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 49 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
turnout,n.,C1,,,,,,,,,,
turnover,n.,C1,,,,,,,,,,
TV,n.,A1,,,,,,,,James Arthur - Quite Miss Home - Steve Void Remix,And we're watching the TV,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 47 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
twelve,number,A1,,,,,,,,,,
twenty,number,A1,,,,,,,,Matchbox Twenty - Unwell,Matchbox Twenty — Unwell,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 45 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
twice,adv.,A1,,,,,,,,Tensnake - Make You Mine,Don't think twice,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 44 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
twin,adj.,A2,,,,,,,,Chappell Roan - Red Wine Supernova,"Okay, maybe it's a twin bed",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 42 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
twist,n.,C1,,,,,,,,Taylor Swift - The Story of Us,"I don't know what to say since a twist of fate, when it all broke down",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 40 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
two,number,A1,,,,,,,,INNERVERSE - Reverie,We were in two separate rivers floating,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 39 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
type,n.,A1,,,,,,,,Gryffin - Safe With Me (with Audrey Mika),"I've never been the type to get lonely, yeah",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 37 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
type,v.,B1,,,,,,,,Gryffin - Safe With Me (with Audrey Mika),"I've never been the type to get lonely, yeah",MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 35 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
typical,adj.,A2,,,,,,,,Lauv - Love U Like That,Don't mean to sound so typical,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 34 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
typically,adv.,B1,,,,,,,,Surf Mesa - Carried Away (Love To Love) (with Madison Beer),Typically I feel misunderstood,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 32 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
tyre,n.,B1,,,,,,,,,,
ugly,adj.,B1,,,,,,,,Little Mix - Wasabi,All the ugly things you say,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 31 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
ultimate,adj.,B2,,,,,,,,,,
ultimately,adv.,B2,,,,,,,,,,
umbrella,n.,A1,,,,,,,,Rihanna feat. Jay-Z - Umbrella,Rihanna feat. Jay-Z — Umbrella,MYMEMORY WARNING: YOU USED ALL AVAILABLE FREE TRANSLATIONS FOR TODAY. NEXT AVAILABLE IN  12 HOURS 06 MINUTES 29 SECONDS VISIT HTTPS://MYMEMORY.TRANSLATED.NET/DOC/USAGELIMITS.PHP TO TRANSLATE MORE
